datetime,open,high,low,close,volume
2018-04-23,10.739248275756836,10.907048867537844,10.6972979277775,10.739248275756836,280200
2018-04-24,10.823149260059461,10.907049964455997,10.613398299204537,10.697299003601074,528700
2018-04-25,10.69729637469556,10.78119705847315,10.596616034244184,10.613395690917969,403900
2018-04-26,10.613397163771152,10.655347511481523,10.445596573065997,10.487546920776367,406300
2018-04-27,10.487547166502774,10.529497515196054,10.319746571865998,10.403646469116211,508700
2018-04-30,10.361695184482759,10.470764952620028,10.109993934631348,10.109993934631348,552300
2018-05-01,10.31974627384566,10.31974627384566,9.438792177272923,9.732443809509277,864300
2018-05-02,9.732444930893491,10.068046149143713,9.690494578578107,9.942195892333984,566700
2018-05-03,10.026095515628556,10.151946569044986,9.942195613487332,9.984145164489746,559700
2018-05-04,9.900243759155273,10.109994682865613,9.858293414385951,9.900243759155273,602800
2018-05-07,10.026095337565616,10.15194638874694,9.732444485081965,9.774394035339355,629500
2018-05-08,9.774394208932092,10.026095515628556,9.69049430679087,9.984145164489746,575400
2018-05-09,9.984145164489746,10.026095515628556,9.858294911209713,9.984145164489746,506200
2018-05-10,10.026095796828331,10.068046149143713,9.942195892333984,9.942195892333984,428700
2018-05-11,9.942193597839557,10.068043825605127,9.942193597839557,10.026093482971191,364800
2018-05-14,10.06804433809629,10.06804433809629,9.858293414385951,9.900243759155273,498700
2018-05-15,9.816342569937753,10.109994168239062,9.782782455857852,10.026093482971191,644100
2018-05-16,10.06804462176351,10.403645789101109,10.026094275812236,10.361696243286133,572700
2018-05-17,10.361696557843603,10.655347388144495,10.319746210618812,10.529497146606445,420700
2018-05-18,10.571447616197112,10.571447616197112,10.386866566353275,10.487546920776367,323800
2018-05-21,10.48754804274615,10.697299003601074,10.445597690547883,10.697299003601074,592600
2018-05-22,10.69729637469556,10.865096942114521,10.613395690917969,10.613395690917969,583100
2018-05-23,10.571447564203016,10.80636839003481,10.52949721669897,10.781198501586914,359000
2018-05-24,10.739248827285861,10.865099077550745,10.638568467046676,10.823148727416992,509600
2018-05-25,10.823148727416992,10.974169667843956,10.781199177419614,10.823148727416992,370800
2018-05-29,10.73924952150565,10.949000485597026,10.69729916866009,10.907050132751465,363400
