datetime,open,high,low,close,volume
2018-04-23,65.24030373099914,66.16528722973382,65.06686886554168,65.58717346191406,2260600
2018-04-24,63.9684539649214,65.4330167638866,63.631221528026714,64.20933532714844,3701600
2018-04-25,64.25750798222359,64.63328228085875,62.54243403437796,63.39997100830078,4451600
2018-04-26,63.80466555352897,64.32497025269363,63.496337659703634,63.949195861816406,1978600
2018-04-27,63.92028171505445,64.13225851308403,63.55414465098666,63.86247253417969,1189200
2018-04-30,64.06479562230079,64.22860051138447,63.33252168157556,63.3421516418457,2277700
2018-05-01,63.23615877576692,63.92989812387816,63.101265830424644,63.823909759521484,3135100
2018-05-02,63.592668489109094,64.42130081811695,63.371054440186974,63.50595474243164,2240500
2018-05-03,63.37105606801217,64.03589088074179,62.494251863143475,63.920265197753906,2365900
2018-05-04,63.621562321336754,64.79706414066145,63.149437072155166,64.55618286132812,1330800
2018-05-07,64.7103695922999,65.50046012869434,64.62364848345217,64.93197631835938,1468700
2018-05-08,64.63328883503226,64.98015858450309,64.40203743464119,64.91271209716797,1916100
2018-05-09,64.92234489588155,65.9147823259178,64.70073814971754,65.64498901367188,2108500
2018-05-10,65.63535897989607,66.36763305898701,65.63535897989607,66.3483657836914,1844900
2018-05-11,66.66630547277326,67.06134694979504,66.39651961507776,66.91681671142578,1524200
2018-05-14,67.18664535393098,67.88037763196827,66.48326841017239,66.68560791015625,3322600
2018-05-15,59.58441407768638,61.76197998119286,58.48599565088307,60.220340728759766,14451200
2018-05-16,60.22997629027412,60.69247175633787,59.40134746284177,59.68076705932617,5872500
2018-05-17,59.71930381070382,61.57890812549573,59.507327046668145,61.27058029174805,5211300
2018-05-18,61.30912959382542,62.24374684468522,61.19350388553828,61.973960876464844,4163500
2018-05-21,62.38826870074502,63.58303812025395,62.32082221781585,63.15909194946289,4527300
2018-05-22,63.22653919995768,63.486687822666845,62.33046028666882,62.47498321533203,3415500
2018-05-23,61.867968383571444,62.629154372696576,61.867968383571444,62.17629623413086,3222400
2018-05-24,62.26302037879403,62.62915742193584,61.733078414008105,61.78125762939453,1525800
2018-05-25,61.607816226629126,61.771617465155266,60.54793969708982,60.84663391113281,1742000
2018-05-29,60.345599895935145,60.38413812046853,59.06410928458423,59.59404754638672,3559200
2018-05-30,59.969828333599224,60.75991894423662,59.73858059791015,60.403411865234375,1731500
2018-05-31,60.36487203480579,60.53830691307429,59.59404872003115,59.661495208740234,2510400
2018-06-01,60.19143702145179,60.92371475817472,60.16252875809994,60.49012756347656,2277900
2018-06-04,60.86590179322924,61.19350059799335,60.47085650003351,61.06824493408203,1958000
2018-06-05,61.14531978334586,61.540365042450986,60.78881642160651,61.20313262939453,1889500
2018-06-06,61.42474263521781,62.8122215270996,60.759911449896194,62.81222152709961,3177600
2018-06-07,63.02419626951113,63.67938644625611,62.43644522167578,62.85076141357422,2977200
2018-06-08,62.96639418542113,63.949194378079476,62.77369201292015,63.33253860473633,3853800
