datetime,open,high,low,close,volume
2018-04-23,39.70195610446253,39.7542392556009,39.38824390079837,39.64095687866211,4123200
2018-04-24,39.65837820751226,39.850091939407314,39.09195640978035,39.3533821105957,3590300
2018-04-25,39.33595402496314,40.076664069406334,39.1616691130819,39.94594955444336,5596100
2018-04-26,39.93723682358909,40.076664088318225,39.693236617156934,39.95466232299805,3510400
2018-04-27,39.96338696750557,40.29452803883226,39.823959672874686,40.12895584106445,2691800
2018-04-30,40.21609211409618,40.24223368791253,39.40567008370655,39.54509735107422,6682100
2018-05-01,39.73680301963096,40.07666005968997,39.02223794419835,39.24009323120117,4567800
2018-05-02,39.362096882811215,39.614809847075605,38.560390915886224,38.717247009277344,5756600
2018-05-03,38.59524406351285,38.77824170972638,37.78482211690103,37.993961334228516,4873100
2018-05-04,37.85454419331109,38.45582708321537,37.77611613481091,38.220542907714844,4056300
2018-05-07,38.19438944495726,38.35995826173491,37.86324848719418,38.0723876953125,6399000
2018-05-08,38.14210935967646,38.90896100750937,38.02011091383656,38.29896545410156,4788300
2018-05-09,38.44711496522179,38.4906853746048,38.02883305156841,38.081119537353516,3332100
2018-05-10,38.211827881025194,38.54296895091587,38.09854549002249,38.255401611328125,2778900
2018-05-11,38.264115967925264,38.630114707727245,38.19440398009238,38.32511520385742,3195200
2018-05-14,38.42967967848218,38.83053602038539,38.386109276421216,38.708534240722656,4516500
2018-05-15,38.59525945120748,38.96997096620633,38.48197372420081,38.6998291015625,4534200
2018-05-16,38.9149360659278,39.2924955086053,38.81835062485109,39.090545654296875,3497200
2018-05-17,39.2485948337563,39.70517843402002,39.06420626907509,39.4329833984375,3929900
2018-05-18,39.204692159087884,39.65249342480054,39.204692159087884,39.52956771850586,3560600
2018-05-21,39.73151149087868,40.152972426303634,39.4856601159159,39.6612663269043,3410200
2018-05-22,39.792981555446964,39.863226732168016,39.34518027701056,39.4329833984375,2081800
2018-05-23,39.27493241298361,39.424201728565215,39.037859981982805,39.336395263671875,2675100
2018-05-24,39.32761540419508,39.41541851763233,38.96761727994382,39.345176696777344,4680100
2018-05-25,39.231032874415185,39.40664246376599,38.9149362834786,39.116886138916016,2822100
2018-05-29,38.91494380086301,39.02030823503751,38.344213362590764,38.449581146240234,4072100
2018-05-30,38.59006116920327,38.914936736122776,38.300304840982946,38.87981414794922,3108300
2018-05-31,38.879817812070776,38.94128067242972,38.21250532125594,38.38811492919922,4009700
2018-06-01,38.49347911179333,38.65152742299963,38.317869504955816,38.47591781616211,4261000
2018-06-04,38.74810857980145,38.97639869875669,38.61640055190178,38.71298599243164,2341600
2018-06-05,38.941282857401696,39.108113501572184,38.79201685943323,38.83591842651367,3906800
2018-06-06,38.8271400336109,39.3276252746582,38.4934820897544,39.3276252746582,5713100
