datetime,open,high,low,close,volume
2018-04-23,142.67135571829778,142.8855173065281,141.62853625590517,142.49444580078125,1533000
2018-04-24,142.9879651467853,143.70489655916637,139.5242978971712,140.6602325439453,1922600
2018-04-25,141.0605862083479,141.0605862083479,138.20212394552135,139.74774169921875,2040200
2018-04-26,140.52984044428527,142.57825612991851,140.22259229879003,141.79612731933594,1634600
2018-04-27,141.79615198137688,142.42930263269847,140.77195816777603,141.88926696777344,1179500
2018-04-30,142.6155042324723,142.6992991874947,140.76262416310033,140.78125,1504700
2018-05-01,140.6788360132742,141.47957655048623,139.7756746791856,141.45164489746094,1204800
2018-05-02,141.26542624890283,141.6099261007284,140.04569673393553,140.3250274658203,1642100
2018-05-03,139.94324811939575,141.56334046903206,138.86317708140598,141.2747039794922,1725000
2018-05-04,140.3250479056207,143.35110049255422,139.9898538200047,142.86692810058594,1504100
2018-05-07,142.41065513693783,142.5317017593748,141.37714145745696,141.80545043945312,2057000
2018-05-08,140.92096480537586,141.99171632752666,140.62300815486307,141.47030639648438,1770100
2018-05-09,142.36411037504564,144.3007854703831,141.7123481331896,143.96559143066406,1515300
2018-05-10,144.31009796770553,146.18158963759157,143.7886739940594,145.75328063964844,1299400
2018-05-11,145.7533052935422,146.75888753035483,145.08293134302014,146.256103515625,1211600
2018-05-14,146.47958702777237,146.78683527707204,144.6080806288198,144.8501739501953,1636700
2018-05-15,144.0679710845645,144.13315439381122,142.81100445008616,143.45346069335938,1774500
2018-05-16,143.8538716948575,144.36597569770117,143.07175696725187,143.4628143310547,1946900
2018-05-17,143.77006857059763,144.9897980852635,143.2207271293491,144.2542266845703,1615300
2018-05-18,144.31942616498708,145.1853359024477,143.96560625126196,144.60806274414062,1517400
2018-05-21,145.2691285976581,146.5726530676944,145.2691285976581,146.125732421875,1653000
2018-05-22,146.15367042982024,146.58196525687765,144.45907433773178,144.62667846679688,1757100
2018-05-23,144.5894369046412,145.30638254816475,143.47212805967314,144.60806274414062,1738000
2018-05-24,145.09219602942423,145.29703758667185,144.03075078157255,144.8687286376953,1911100
2018-05-25,144.68250382060083,145.6973915221308,144.36593569106182,145.2411651611328,1314900
2018-05-29,144.28212501875873,144.5428298272853,142.14060905670792,142.9599609375,2047300
2018-05-30,144.13321708785784,145.75331001575057,143.88181796867147,145.27845764160156,1577800
2018-05-31,145.2504866224984,145.97673791902295,144.23559881163078,145.00840759277344,2767100
2018-06-01,146.12570189235421,148.30445556879476,145.77188209268758,147.9413299560547,1808800
2018-06-04,147.7179014155979,148.97488267107587,147.16855994551278,148.44415283203125,1481800
2018-06-05,148.1927802470143,149.3100891183151,148.0903594383828,148.90040588378906,1756500
2018-06-06,149.50560010562396,151.5353758940777,149.12384859068882,151.49813842773438,1771300
2018-06-07,151.52606384668545,151.6284846341052,148.6024327053899,149.54283142089844,1841800
2018-06-08,149.63594316036986,151.14430908127446,149.54282818932768,150.99533081054688,1725200
2018-06-11,150.3994656842883,152.3547668561408,150.3994656842883,151.535400390625,1978400
2018-06-12,152.17783259026544,152.70854817895273,151.2560454637866,151.61917114257812,2881300
2018-06-13,151.8519427990278,152.93201400940632,151.4050221699352,151.78677368164062,2357600
2018-06-14,152.07542282769325,152.65269594677963,150.9674198740777,151.54469299316406,1914400
2018-06-15,150.68806564493877,152.41989893963998,149.5707570500169,152.21505737304688,8561500
2018-06-18,150.83706671523097,151.7495338814992,149.77562125849195,151.65643310546875,1789800
2018-06-19,150.94882058199758,152.08475538905589,150.18533156835844,152.05682373046875,2574400
